0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	3	3	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	3	0	0	2	0	0	2	2	2	2	0	2	3	0	0	0	2	0	2	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	2	2	0	0	2	
3	0	4	4	0	0	0	0	3	3	0	2	2	2	0	3	3	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	3	4	0	2	0	2	2	2	2	2	0	2	3	3	0	0	2	0	2	0	0	2	0	2	3	2	2	0	0	0	3	2	0	0	3	2	0	0	3	0	4	0	4	0	0	3	0	3	4	0	0	0	0	2	2	2	0	0	2	
3	3	4	4	4	0	0	4	3	3	4	2	2	2	0	3	3	0	0	2	0	4	0	0	3	0	4	0	3	0	0	4	0	0	2	2	0	4	3	4	2	3	4	4	2	0	2	2	2	2	2	0	2	3	3	4	0	2	0	2	4	0	2	0	2	3	2	2	4	2	2	3	2	3	2	3	2	4	3	3	0	4	0	4	0	0	3	3	3	4	0	0	0	0	2	2	2	0	0	2	
3	3	4	4	4	0	0	4	3	3	4	2	2	2	0	3	3	0	0	2	0	4	0	0	3	0	2	0	3	0	0	4	0	0	2	2	0	4	3	4	2	3	4	4	2	0	2	2	2	2	2	0	3	3	3	4	0	2	0	2	4	0	2	0	3	3	2	2	4	2	2	3	3	3	2	3	2	4	3	3	0	4	0	4	0	0	3	3	3	4	0	0	0	0	2	3	2	0	0	2	
3	3	4	4	4	0	4	2	3	3	4	2	2	2	0	3	3	0	0	2	0	4	0	0	3	0	2	0	3	0	0	4	0	4	2	2	0	4	3	4	2	3	4	4	2	0	2	2	2	2	2	0	3	3	3	2	0	2	0	2	4	4	2	0	3	3	2	2	4	2	2	3	3	3	2	3	2	4	3	3	0	4	0	4	0	0	3	3	3	4	0	0	0	0	2	3	2	0	0	2	
3	3	2	4	4	0	4	2	3	3	4	2	2	2	4	3	3	0	0	2	0	4	0	0	3	0	2	0	3	0	0	4	0	4	2	2	0	4	3	4	2	3	2	2	2	0	2	2	2	2	2	0	2	3	3	2	0	2	0	2	4	0	2	0	2	3	2	2	4	2	2	3	2	3	2	3	2	4	2	3	0	2	0	4	4	0	3	3	3	2	4	0	0	0	2	2	2	0	0	2	
3	3	2	4	4	4	4	2	3	3	4	2	2	2	0	3	3	0	4	2	0	4	0	4	3	0	2	4	3	0	0	4	0	4	2	2	0	4	3	4	2	3	4	2	2	0	2	2	2	2	2	0	3	3	3	2	0	2	0	2	4	4	2	4	3	3	2	2	4	2	2	3	2	3	2	3	2	4	3	3	0	2	4	4	4	0	3	3	3	4	4	0	0	0	2	2	2	0	4	2	
